ePark topic,audio path,lang,dialect,idx,id
文化篇,./ePark_3/6.文化篇/10/10_7_V3.mp3,Atayal,FourSeasons_Atayal,10,10_7_W3
文化篇,./ePark_3/6.文化篇/10/10_7_V4.mp3,Atayal,FourSeasons_Atayal,10,10_7_W4
文化篇,./ePark_3/6.文化篇/10/10_7_V5.mp3,Atayal,FourSeasons_Atayal,10,10_7_W5
文化篇,./ePark_3/6.文化篇/10/10_7_V6.mp3,Atayal,FourSeasons_Atayal,10,10_7_W6
文化篇,./ePark_3/6.文化篇/10/10_7_V7.mp3,Atayal,FourSeasons_Atayal,10,10_7_W7
文化篇,./ePark_3/6.文化篇/10/10_7_V8.mp3,Atayal,FourSeasons_Atayal,10,10_7_W8
文化篇,./ePark_3/6.文化篇/10/10_7_V9.mp3,Atayal,FourSeasons_Atayal,10,10_7_W9
文化篇,./ePark_3/6.文化篇/10/10_7_V10.mp3,Atayal,FourSeasons_Atayal,10,10_7_W10
文化篇,./ePark_3/6.文化篇/10/10_7_V11.mp3,Atayal,FourSeasons_Atayal,10,10_7_W11
文化篇,./ePark_3/6.文化篇/10/10_7_V12.mp3,Atayal,FourSeasons_Atayal,10,10_7_W12
文化篇,./ePark_3/6.文化篇/10/10_7_V13.mp3,Atayal,FourSeasons_Atayal,10,10_7_W13
文化篇,./ePark_3/6.文化篇/10/10_7_V14.mp3,Atayal,FourSeasons_Atayal,10,10_7_W14
文化篇,./ePark_3/6.文化篇/10/10_7_V15.mp3,Atayal,FourSeasons_Atayal,10,10_7_W15
文化篇,./ePark_3/6.文化篇/10/10_7_V16.mp3,Atayal,FourSeasons_Atayal,10,10_7_W16
文化篇,./ePark_3/6.文化篇/10/10_7_V17.mp3,Atayal,FourSeasons_Atayal,10,10_7_W17
文化篇,./ePark_3/6.文化篇/10/10_7_V18.mp3,Atayal,FourSeasons_Atayal,10,10_7_W18
文化篇,./ePark_3/6.文化篇/10/10_7_V19.mp3,Atayal,FourSeasons_Atayal,10,10_7_W19
文化篇,./ePark_3/6.文化篇/10/10_7_V20.mp3,Atayal,FourSeasons_Atayal,10,10_7_W20
文化篇,./ePark_3/6.文化篇/10/10_8_V1.mp3,Atayal,FourSeasons_Atayal,10,10_8_W1
文化篇,./ePark_3/6.文化篇/10/10_8_V2.mp3,Atayal,FourSeasons_Atayal,10,10_8_W2
文化篇,./ePark_3/6.文化篇/10/10_8_V3.mp3,Atayal,FourSeasons_Atayal,10,10_8_W3
文化篇,./ePark_3/6.文化篇/10/10_8_V4.mp3,Atayal,FourSeasons_Atayal,10,10_8_W4
文化篇,./ePark_3/6.文化篇/10/10_8_V5.mp3,Atayal,FourSeasons_Atayal,10,10_8_W5
文化篇,./ePark_3/6.文化篇/10/10_8_V6.mp3,Atayal,FourSeasons_Atayal,10,10_8_W6
文化篇,./ePark_3/6.文化篇/10/10_8_V7.mp3,Atayal,FourSeasons_Atayal,10,10_8_W7
文化篇,./ePark_3/6.文化篇/10/10_8_V8.mp3,Atayal,FourSeasons_Atayal,10,10_8_W8
文化篇,./ePark_3/6.文化篇/10/10_8_V9.mp3,Atayal,FourSeasons_Atayal,10,10_8_W9
文化篇,./ePark_3/6.文化篇/10/10_8_V10.mp3,Atayal,FourSeasons_Atayal,10,10_8_W10
文化篇,./ePark_3/6.文化篇/10/10_8_V11.mp3,Atayal,FourSeasons_Atayal,10,10_8_W11
文化篇,./ePark_3/6.文化篇/10/10_8_V12.mp3,Atayal,FourSeasons_Atayal,10,10_8_W12
文化篇,./ePark_3/6.文化篇/10/10_8_V13.mp3,Atayal,FourSeasons_Atayal,10,10_8_W13
文化篇,./ePark_3/6.文化篇/10/10_8_V14.mp3,Atayal,FourSeasons_Atayal,10,10_8_W14
文化篇,./ePark_3/6.文化篇/10/10_8_V15.mp3,Atayal,FourSeasons_Atayal,10,10_8_W15
文化篇,./ePark_3/6.文化篇/10/10_8_V16.mp3,Atayal,FourSeasons_Atayal,10,10_8_W16
文化篇,./ePark_3/6.文化篇/10/10_8_V17.mp3,Atayal,FourSeasons_Atayal,10,10_8_W17
