file,text_id,retained,retained_id,canonical_title,original_sha256,source_titles,evidence,reason
Seediq/Btakan_bale.xml,Wiki_Seediq_Btakan_bale,Seediq/Dima.xml,Wiki_Seediq_Dima,Dima,ced352565efaf70401dcb4b547d176596872c330192cfca854974052c9c35021,Btakan bale,https://trv.wikipedia.org/w/index.php?oldid=9532 | https://trv.wikipedia.org/w/index.php?oldid=95713,The pre-scrape source title redirects to the same retained article
Seediq/Jima.xml,Wiki_Seediq_Jima,Seediq/Dima.xml,Wiki_Seediq_Dima,Dima,ced352565efaf70401dcb4b547d176596872c330192cfca854974052c9c35021,Jima,https://trv.wikipedia.org/w/index.php?oldid=30277 | https://trv.wikipedia.org/w/index.php?oldid=95713,The pre-scrape source title redirects to the same retained article
Seediq/Came_tanah.xml,Wiki_Seediq_Came_tanah,Seediq/Camay.xml,Wiki_Seediq_Camay,Camay,f74167c14433d1d5c88ce2bb8bf269e66b76b8d7a7fb4c0fbf216a6cbcfeb90e,Came tanah,https://trv.wikipedia.org/w/index.php?oldid=12259 | https://trv.wikipedia.org/w/index.php?oldid=11477,The pre-scrape source title redirects to the same retained article
Seediq/Samay.xml,Wiki_Seediq_Samay,Seediq/Camay.xml,Wiki_Seediq_Camay,Camay,f74167c14433d1d5c88ce2bb8bf269e66b76b8d7a7fb4c0fbf216a6cbcfeb90e,Samay,https://trv.wikipedia.org/w/index.php?oldid=40011 | https://trv.wikipedia.org/w/index.php?oldid=11477,The pre-scrape source title redirects to the same retained article
Seediq/Canada.xml,Wiki_Seediq_Canada,Seediq/Kanada.xml,Wiki_Seediq_Kanada,Kanada,7e76d1351ae79a7528cafe94e55658e06cef6f4d19784c9eae9deb75afff7924,Canada,https://trv.wikipedia.org/w/index.php?oldid=89784 | https://trv.wikipedia.org/w/index.php?oldid=102973,The pre-scrape source title redirects to the same retained article
Seediq/Cangi.xml,Wiki_Seediq_Cangi,Seediq/Qriyan.xml,Wiki_Seediq_Qriyan,Qriyan,7b147347e2e4e3d00cc43cb4a5d2c9f16099254efb107ece5c50cd190692db8c,Cangi,https://trv.wikipedia.org/w/index.php?oldid=13030 | https://trv.wikipedia.org/w/index.php?oldid=73962,The pre-scrape source title redirects to the same retained article
Seediq/China.xml,Wiki_Seediq_China,Seediq/Cikuku.xml,Wiki_Seediq_Cikuku,Cikuku,ae5f7dfdfbb0cd39bd43b72531850a970c9afee877846e590fcaf89693075a56,China,https://trv.wikipedia.org/w/index.php?oldid=89774 | https://trv.wikipedia.org/w/index.php?oldid=103692,The pre-scrape source title redirects to the same retained article
Seediq/Ciyak_krung.xml,Wiki_Seediq_Ciyak_krung,Seediq/Kerung_puyaq.xml,Wiki_Seediq_Kerung_puyaq,Kerung puyaq,d48f4f4e580099e64244b29205ae685d7fdd3128385d5df9d0a78f050752acc7,Ciyak krung,https://trv.wikipedia.org/w/index.php?oldid=13995 | https://trv.wikipedia.org/w/index.php?oldid=94724,The pre-scrape source title redirects to the same retained article
Seediq/Sudu_gamil.xml,Wiki_Seediq_Sudu_gamil,Seediq/Cudu_gamil.xml,Wiki_Seediq_Cudu_gamil,Cudu gamil,5e9a7f28501664eb0efc5d80f5c2d804d60c2c8aba5b8535f98b536d9515ed13,Sudu gamil,https://trv.wikipedia.org/w/index.php?oldid=50520 | https://trv.wikipedia.org/w/index.php?oldid=17408,The pre-scrape source title redirects to the same retained article
Seediq/Cudu_rbu.xml,Wiki_Seediq_Cudu_rbu,Seediq/Cudu_rebu.xml,Wiki_Seediq_Cudu_rebu,Cudu rebu,2ef772c9bdcf4b35f52fbb499345017575ad89d448788cbea551bc97b8311581,Cudu rbu,https://trv.wikipedia.org/w/index.php?oldid=17412 | https://trv.wikipedia.org/w/index.php?oldid=17422,The pre-scrape source title redirects to the same retained article
Seediq/Sudu_rbu.xml,Wiki_Seediq_Sudu_rbu,Seediq/Cudu_rebu.xml,Wiki_Seediq_Cudu_rebu,Cudu rebu,2ef772c9bdcf4b35f52fbb499345017575ad89d448788cbea551bc97b8311581,Sudu rbu,https://trv.wikipedia.org/w/index.php?oldid=50524 | https://trv.wikipedia.org/w/index.php?oldid=17422,The pre-scrape source title redirects to the same retained article
Seediq/Cuguk_tumun.xml,Wiki_Seediq_Cuguk_tumun,Seediq/Cuguk_dapa.xml,Wiki_Seediq_Cuguk_dapa,Cuguk dapa,6e223f1195380d402c6899871d03fce591a2b26a86636bb6f592dd3c0e929ee5,Cuguk tumun,https://trv.wikipedia.org/w/index.php?oldid=17438 | https://trv.wikipedia.org/w/index.php?oldid=17434,The pre-scrape source title redirects to the same retained article
Seediq/Cuuk_tumun.xml,Wiki_Seediq_Cuuk_tumun,Seediq/Cuguk_dapa.xml,Wiki_Seediq_Cuguk_dapa,Cuguk dapa,6e223f1195380d402c6899871d03fce591a2b26a86636bb6f592dd3c0e929ee5,Cuuk tumun,https://trv.wikipedia.org/w/index.php?oldid=61140 | https://trv.wikipedia.org/w/index.php?oldid=17434,The pre-scrape source title redirects to the same retained article
