xml_file,audio_file,words_per_sec,chars_per_sec
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S56.mp3,4.07,19.55
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S59.mp3,2.15,11.84
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S61.mp3,2.01,11.9
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S62.mp3,2.57,14.01
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S3.mp3,2.15,12.54
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S6.mp3,3.14,18.83
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S14.mp3,4.5,19.14
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S24.mp3,4.12,21.2
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S27.mp3,8.2,38.28
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S29.mp3,2.48,13.95
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S31.mp3,3.21,17.67
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S35.mp3,2.9,17.98
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S40.mp3,3.1,14.14
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S45.mp3,3.38,13.29
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S50.mp3,3.68,18.04
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S51.mp3,3.63,21.36
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S53.mp3,5.25,18.77
Final_XML/Stories/Amis/Amis_Amis_Conv-talking_tamih_panay.xml,Amis_Conv-talking_tamih_panay_S55.mp3,2.18,12.45
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_cinhua.xml,Amis_Nr-pear_cinhua_S3.mp3,2.04,10.48
Final_XML/Stories/Amis/Amis_Amis_Nr-intro_tamih.xml,Amis_Nr-intro_tamih_S4.mp3,1.91,8.25
Final_XML/Stories/Amis/Amis_Amis_Nr-intro_tamih.xml,Amis_Nr-intro_tamih_S14.mp3,2.05,9.97
Final_XML/Stories/Amis/Amis_Amis_Nr-intro_tamih.xml,Amis_Nr-intro_tamih_S18.mp3,2.37,12.18
Final_XML/Stories/Amis/Amis_Amis_Nr-intro_tamih.xml,Amis_Nr-intro_tamih_S38.mp3,2.14,8.73
Final_XML/Stories/Amis/Amis_Amis_Nr-intro_tamih.xml,Amis_Nr-intro_tamih_S67.mp3,2.2,11.44
Final_XML/Stories/Amis/Amis_Amis_Nr-intro_tamih.xml,Amis_Nr-intro_tamih_S71.mp3,2.39,11.64
Final_XML/Stories/Amis/Amis_Amis_Nr-intro_tamih.xml,Amis_Nr-intro_tamih_S77.mp3,2.22,9.74
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_lungi.xml,Amis_Nr-pear_lungi_S21.mp3,1.91,11.59
Final_XML/Stories/Amis/Amis_Amis_Nr-custom_Liu.xml,Amis_Nr-custom_Liu_S42.mp3,2.55,17.01
Final_XML/Stories/Amis/Amis_Amis_Nr-custom_Liu.xml,Amis_Nr-custom_Liu_S67.mp3,1.91,9.13
Final_XML/Stories/Amis/Amis_Amis_Nr-custom_Liu.xml,Amis_Nr-custom_Liu_S78.mp3,2.71,12.82
Final_XML/Stories/Amis/Amis_Amis_Nr-custom_Liu.xml,Amis_Nr-custom_Liu_S79.mp3,3.59,17.35
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_zuomei.xml,Amis_Nr-pear_zuomei_S9.mp3,2.35,14.67
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_zuomei.xml,Amis_Nr-pear_zuomei_S11.mp3,2.62,13.09
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_zuomei.xml,Amis_Nr-pear_zuomei_S13.mp3,2.27,12.26
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_zuomei.xml,Amis_Nr-pear_zuomei_S26.mp3,2.38,12.27
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S4.mp3,2.75,12.9
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S9.mp3,2.81,15.01
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S12.mp3,2.05,14.23
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S20.mp3,2.36,13.32
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S23.mp3,2.58,14.13
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S30.mp3,2.45,17.54
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S31.mp3,2.93,16.13
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S36.mp3,2.44,12.7
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S37.mp3,2.71,15.85
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S42.mp3,2.75,13.96
Final_XML/Stories/Amis/Amis_Amis_Nr-pear_minzhu.xml,Amis_Nr-pear_minzhu_S45.mp3,4.03,21.49
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_ofad.xml,Amis_Nr-frog_ofad_S26.mp3,2.61,17.4
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_ofad.xml,Amis_Nr-frog_ofad_S30.mp3,3.61,15.53
Final_XML/Stories/Amis/Amis_Amis_Nr-crab_panay.xml,Amis_Nr-crab_panay_S11.mp3,3.01,17.21
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_cinhua.xml,Amis_Nr-frog_cinhua_S10.mp3,2.01,10.61
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_cinhua.xml,Amis_Nr-frog_cinhua_S43.mp3,2.06,11.48
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_api.xml,KavNr-pear_api_S14.mp3,4.07,17.92
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_api.xml,KavNr-pear_api_S32.mp3,2.84,13.78
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_api.xml,KavNr-pear_api_S33.mp3,2.3,17.61
Final_XML/Stories/Kavalan/Kavalan_KavCon-weaving_abas_ipay3.xml,KavCon-weaving_abas_ipay3_S12.mp3,2.01,17.63
Final_XML/Stories/Kavalan/Kavalan_KavCon-weaving_abas_ipay3.xml,KavCon-weaving_abas_ipay3_S52.mp3,2.32,20.3
Final_XML/Stories/Kavalan/Kavalan_KavCon-weaving_abas_ipay3.xml,KavCon-weaving_abas_ipay3_S54.mp3,4.42,25.03
Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,KavCon-marriage_abas_pilaw_S8.mp3,1.94,18.41
Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,KavCon-marriage_abas_pilaw_S17.mp3,2.56,17.95
Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,KavCon-marriage_abas_pilaw_S54.mp3,1.88,11.57
Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,KavCon-marriage_abas_pilaw_S64.mp3,2.09,10.62
Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,KavCon-marriage_abas_pilaw_S73.mp3,2.04,12.24
Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,KavCon-marriage_abas_pilaw_S121.mp3,2.21,11.34
Final_XML/Stories/Kavalan/Kavalan_KavCon-marriage_abas_pilaw.xml,KavCon-marriage_abas_pilaw_S141.mp3,2.01,17.57
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S12.mp3,14.36,86.13
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S18.mp3,11.48,68.91
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S21.mp3,7.66,76.56
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S24.mp3,9.57,47.85
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S31.mp3,25.52,223.31
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S36.mp3,5.47,35.55
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S40.mp3,12.76,76.56
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S43.mp3,3.83,18.59
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S52.mp3,4.32,22.23
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S56.mp3,2.51,17.26
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S64.mp3,4.48,27.69
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S70.mp3,14.36,114.84
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S71.mp3,4.25,29.77
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S83.mp3,4.61,25.88
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S84.mp3,25.52,153.12
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S89.mp3,15.31,107.19
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S108.mp3,38.28,165.89
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S114.mp3,3.83,24.06
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S118.mp3,6.38,70.18
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S132.mp3,1.93,8.46
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S134.mp3,2.28,12.76
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S146.mp3,3.53,17.63
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S149.mp3,4.25,29.77
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S156.mp3,31.9,146.74
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S160.mp3,19.14,133.98
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S168.mp3,3.48,17.98
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S169.mp3,4.99,31.62
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S175.mp3,19.14,95.7
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S176.mp3,4.16,21.64
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S178.mp3,3.19,27.12
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S180.mp3,3.48,20.3
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S188.mp3,12.76,89.32
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S192.mp3,4.79,62.21
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S194.mp3,3.19,36.69
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S197.mp3,4.99,24.97
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S201.mp3,2.35,12.39
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S207.mp3,6.38,31.9
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S209.mp3,2.39,10.49
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S212.mp3,4.05,19.88
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S218.mp3,3.33,18.72
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S219.mp3,3.68,21.35
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S229.mp3,3.42,18.46
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S230.mp3,3.59,25.12
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S232.mp3,2.84,17.72
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S233.mp3,11.96,62.21
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S239.mp3,2.73,20.51
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S240.mp3,2.94,17.67
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S243.mp3,10.94,76.56
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S245.mp3,6.38,51.04
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S247.mp3,25.52,140.36
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S248.mp3,3.48,21.75
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S254.mp3,3.01,15.77
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S256.mp3,3.68,22.09
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S259.mp3,1.91,22.97
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S261.mp3,6.38,63.8
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S262.mp3,12.76,38.28
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S264.mp3,12.76,89.32
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S266.mp3,3.3,21.12
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S269.mp3,12.76,38.28
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S270.mp3,3.83,21.05
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S273.mp3,4.99,25.8
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S275.mp3,4.03,22.16
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S276.mp3,2.13,25.52
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S280.mp3,2.49,14.63
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S284.mp3,3.36,18.47
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S289.mp3,5.47,54.69
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S300.mp3,3.4,17.86
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S307.mp3,12.76,38.28
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S310.mp3,12.76,38.28
Final_XML/Stories/Kavalan/Kavalan_KavCon-earthquake_abas_haciang.xml,KavCon-earthquake_abas_haciang_S312.mp3,19.14,119.63
Final_XML/Stories/Kavalan/Kavalan_KavCon-home_buya_imuy.xml,KavCon-home_buya_imuy_S86.mp3,3.83,24.88
Final_XML/Stories/Kavalan/Kavalan_KavCon-home_buya_imuy.xml,KavCon-home_buya_imuy_S89.mp3,2.87,22.01
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_Haciang.xml,KavNr-pear_Haciang_S14.mp3,2.7,12.69
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_Haciang.xml,KavNr-pear_Haciang_S22.mp3,2.54,14.45
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_Haciang.xml,KavNr-pear_Haciang_S50.mp3,3.05,15.74
Final_XML/Stories/Kavalan/Kavalan_KavCon-angry_pilaw_abas.xml,KavCon-angry_pilaw_abas_S20.mp3,4.39,21.93
Final_XML/Stories/Kavalan/Kavalan_KavCon-angry_pilaw_abas.xml,KavCon-angry_pilaw_abas_S25.mp3,4.17,20.83
Final_XML/Stories/Kavalan/Kavalan_KavCon-angry_pilaw_abas.xml,KavCon-angry_pilaw_abas_S28.mp3,1.63,17.16
Final_XML/Stories/Kavalan/Kavalan_KavCon-angry_pilaw_abas.xml,KavCon-angry_pilaw_abas_S51.mp3,13.89,138.89
Final_XML/Stories/Kavalan/Kavalan_KavCon-angry_pilaw_abas.xml,KavCon-angry_pilaw_abas_S59.mp3,1.99,11.03
Final_XML/Stories/Kavalan/Kavalan_KavCon-angry_pilaw_abas.xml,KavCon-angry_pilaw_abas_S89.mp3,7.72,43.21
Final_XML/Stories/Kavalan/Kavalan_KavCon-angry_pilaw_abas.xml,KavCon-angry_pilaw_abas_S93.mp3,2.72,19.02
Final_XML/Stories/Kavalan/Kavalan_KacCon-Teaching Weaving_abas_ipay.xml,KacCon-Teaching Weaving_abas_ipay_S7.mp3,3.34,17.21
Final_XML/Stories/Kavalan/Kavalan_KacCon-Teaching Weaving_abas_ipay.xml,KacCon-Teaching Weaving_abas_ipay_S9.mp3,2.29,17.58
Final_XML/Stories/Kavalan/Kavalan_KacCon-Teaching Weaving_abas_ipay.xml,KacCon-Teaching Weaving_abas_ipay_S22.mp3,1.93,10.09
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_buya.xml,KavNr-pear_buya_S29.mp3,5.22,31.32
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_buya.xml,KavNr-pear_buya_S31.mp3,2.5,17.2
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_buya.xml,KavNr-pear_buya_S38.mp3,2.55,17.86
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_buya.xml,KavNr-pear_buya_S41.mp3,3.99,26.72
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_buya.xml,KavNr-pear_buya_S45.mp3,4.79,25.98
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_api2.xml,KavNr-frog_api2_S10.mp3,2.37,12.76
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_api2.xml,KavNr-frog_api2_S12.mp3,2.99,14.4
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_api2.xml,KavNr-frog_api2_S22.mp3,2.96,13.9
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_api2.xml,KavNr-frog_api2_S31.mp3,2.42,10.96
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_api2.xml,KavNr-frog_api2_S66.mp3,2.58,13.06
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_api2.xml,KavNr-frog_api2_S100.mp3,2.28,10.36
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S10.mp3,3.57,22.06
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S13.mp3,9.57,54.23
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S14.mp3,2.26,12.81
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S16.mp3,4.79,26.32
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S27.mp3,2.3,10.94
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S29.mp3,10.44,57.42
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S31.mp3,2.18,12.76
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S33.mp3,2.57,17.71
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S46.mp3,3.19,17.01
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S50.mp3,4.79,52.64
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S52.mp3,6.38,76.56
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S58.mp3,3.72,23.39
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S62.mp3,5.83,29.96
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S78.mp3,1.74,24.36
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S85.mp3,1.82,18.23
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S86.mp3,9.57,52.64
Final_XML/Stories/Kavalan/Kavalan_kavCon-speech_buya_syulan.xml,kavCon-speech_buya_syulan_S87.mp3,9.57,28.71
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,KavNr-frog_abas_S19.mp3,2.85,13.0
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,KavNr-frog_abas_S54.mp3,2.3,10.81
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,KavNr-frog_abas_S77.mp3,1.87,8.63
Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,KavCon-banana trees_abas_ipay2_S4.mp3,19.14,121.22
Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,KavCon-banana trees_abas_ipay2_S8.mp3,5.1,30.62
Final_XML/Stories/Kavalan/Kavalan_KavCon-banana trees_abas_ipay2.xml,KavCon-banana trees_abas_ipay2_S12.mp3,4.42,29.45
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy2.xml,KavNr-frog_imuy2_S51.mp3,2.73,12.62
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_syulan.xml,KavNr-frog_syulan_S16.mp3,0.24,1.36
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy_longversion.xml,KavNr-frog_imuy_longversion_S1.mp3,2.02,10.89
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy_longversion.xml,KavNr-frog_imuy_longversion_S63.mp3,1.93,10.68
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_imuy_longversion.xml,KavNr-frog_imuy_longversion_S81.mp3,2.08,11.57
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_abas.xml,KavNr-pear_abas_S7.mp3,2.1,9.76
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_abas.xml,KavNr-pear_abas_S16.mp3,2.18,9.4
Final_XML/Stories/Kavalan/Kavalan_KavNr-pear_imuy.xml,KavNr-pear_imuy_S13.mp3,2.08,10.98
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_Haciang.xml,KavNr-frog_Haciang_S66.mp3,3.89,17.52
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_Haciang.xml,KavNr-frog_Haciang_S78.mp3,2.43,13.82
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_Haciang.xml,KavNr-frog_Haciang_S98.mp3,2.89,17.33
Final_XML/Stories/Kavalan/Kavalan_KavNr-frog_Haciang.xml,KavNr-frog_Haciang_S99.mp3,2.98,14.9
Final_XML/Stories/Kavalan/Kavalan_KavCon-relatives_buya_ngengi.xml,KavCon-relatives_buya_ngengi_S8.mp3,4.03,22.16
Final_XML/Stories/Kavalan/Kavalan_KavCon-relatives_buya_ngengi.xml,KavCon-relatives_buya_ngengi_S15.mp3,8.2,43.75
