file,W_id,M_id,W_form,W_all_M_forms,this_M_form,this_M_gloss,n_M_in_W
PaiwanCh2_001.xml,001S7W1,001S7W1M0,qemaqivu,em=qa | qivu,em=qa,af=red,2
PaiwanCh2_001.xml,001S15W7,001S15W7M0,qarawqawqaw,ar=qaw | qawqaw,ar=qaw,qal=red,2
PaiwanCh2_001.xml,001S18W6,001S18W6M0,semenasenay.,em=sena | senay,em=sena,af=red,2
PaiwanCh2_001.xml,001S21W4,001S21W4M0,qinaɫivan,in=qaɫiw | an,in=qaɫiw,perf=roof,2
PaiwanCh2_001.xml,001S31W9,001S31W9M0,qinaɫivan.,in=qaɫiw | an,in=qaɫiw,perf=roof,2
PaiwanCh2_001.xml,001S32W2,001S32W2M0,djemelidjeli,em=djeli | djeli,em=djeli,af=red,2
PaiwanCh2_001.xml,001S32W9,001S32W9M0,qinaɫivan.,in=qaɫiw | an,in=qaɫiw,perf=roof,2
PaiwanCh2_001.xml,001S46W5,001S46W5M0,qaritjqitjqitj.,ar=qitj | qitjqitj,ar=qitj,qal=red,2
PaiwanCh2_001.xml,001S49W2,001S49W2M0,qaritjqitjqitj,ar=qitj | qitjqitj,ar=qitj,qal=red,2
PaiwanCh2_001.xml,001S51W2,001S51W2M0,pentjupetjuq,in=petju | petjuq,in=petju,perf=red,2
PaiwanCh2_001.xml,001S52W5,001S52W5M1,naɫemauɫaw,na | em=ɫauɫaw,em=ɫauɫaw,af=stretch,2
PaiwanCh2_001.xml,001S57W8,001S57W8M1,nakematsu,na | em=katsu,em=katsu,af=carry,2
PaiwanCh2_002.xml,002S4W7,002S4W7M0,kiniyaya.,in=ki | yaya,in=ki,perf=do,2
PaiwanCh2_002.xml,002S21W2,002S21W2M0,penaula,en=pa | ula,en=pa,af=cause,2
PaiwanCh2_002.xml,002S35W7,002S35W7M0,kinabulay,in=ka | bulay,in=ka,perf=main,2
PaiwanCh2_002.xml,002S59W2,002S59W2M0,karimen,ar=kim | en,ar=kim,randomly=search,2
PaiwanCh2_002.xml,002S73W6,002S73W6M0,vinritsan.,in=verits | an,in=verits,perf=discard,2
PaiwanCh2_003.xml,003S3W2,003S3W2M1,nasemvaɫ,na | em=sevaɫ,em=sevaɫ,af=carry.on.back,2
PaiwanCh2_003.xml,003S11W10,003S11W10M0,kinikasiw.,in=ki | kasiw,in=ki,perf=do,2
PaiwanCh2_003.xml,003S20W8,003S20W8M0,kinikasiw.,in=ki | kasiw,in=ki,perf=do,2
PaiwanCh2_003.xml,003S24W5,003S24W5M0,"sinikelay,""",in=si | kelay,in=si,perf=if,2
PaiwanCh2_003.xml,003S27W4,003S27W4M0,"""pinapavanavan",in=pa | pa | vanaw | an,in=pa,perf=cause,4
PaiwanCh2_003.xml,003S28W3,003S28W3M0,pinapavanavan,in=pa | pa | vanaw | an,in=pa,perf=cause,4
PaiwanCh2_003.xml,003S28W7,003S28W7M0,djemelidjeli,em=djeli | djeli,em=djeli,af=red,2
PaiwanCh2_003.xml,003S28W9,003S28W9M1,"naqemereng,""",na | em=qereng,em=qereng,af=lie.down,2
PaiwanCh2_003.xml,003S33W2,003S33W2M0,djemelidjeli,em=djeli | djeli,em=djeli,af=red,2
PaiwanCh2_003.xml,003S41W12,003S41W12M0,djemelidjeli,em=djeli | djeli,em=djeli,af=red,2
PaiwanCh2_003.xml,003S44W13,003S44W13M0,"qemauqaung,",em=qau | qaung,em=qau,af=red,2
PaiwanCh2_003.xml,003S47W4,003S47W4M0,pinakaivan,in=pa | kaiv | an,in=pa,perf=cause,3
PaiwanCh2_003.xml,003S50W2,003S50W2M0,qemauqaung,em=qau | qaung,em=qau,af=red,2
PaiwanCh2_004.xml,004S20W4,004S20W4M1,qaqivuivu,qa | ivu=qivu,ivu=qivu,red=speak,2
PaiwanCh2_004.xml,004S25W8,004S25W8M1,nakeman,na | em=kan,em=kan,af=eat,2
PaiwanCh2_004.xml,004S25W20,004S25W20M0,linangdan.,in=langeda | an,in=langeda,perf=hear,2
PaiwanCh2_005.xml,005S4W4,005S4W4M0,qinaɫan,in=qaɫa | an,in=qaɫa,perf=outsider,2
PaiwanCh2_005.xml,005S17W11,005S17W11M0,qinaɫan,in=qaɫa | an,in=qaɫa,perf=outsider,2
PaiwanCh2_005.xml,005S20W10,005S20W10M0,sinipatseludju,in=si | pa | tseludju,in=si,perf=if,3
PaiwanCh2_005.xml,005S37W4,005S37W4M0,sinipanang?,in=si | panang,in=si,perf=if,2
PaiwanCh2_006.xml,006S17W2,006S17W2M1,kitsaquaquan,ki | aqu=tsaqu | an,aqu=tsaqu,red=able,3
PaiwanCh2_007.xml,007S1W10,007S1W10M2,paikinuriɫ,pa | i | in=kuriɫ,in=kuriɫ,perf=dried.food,3
PaiwanCh2_007.xml,007S2W13,007S2W13M1,maqinatsap.,ma | in=qatsap,in=qatsap,perf=head.hunt,2
PaiwanCh2_007.xml,007S4W5,007S4W5M1,naremaung,na | em=raung,em=raung,af=trap,2
PaiwanCh2_007.xml,007S11W5,007S11W5M0,kinaliaw,in=ka | liaw,in=ka,perf=main,2
PaiwanCh2_008.xml,008S1W5,008S1W5M1,maisuisu,m | isu=paisu,isu=paisu,red=pound,2
PaiwanCh2_008.xml,008S1W9,008S1W9M0,qinaɫivan.,in=qaɫiw | an,in=qaɫiw,perf=roof,2
PaiwanCh2_008.xml,008S28W7,008S28W7M0,qemaqivu,em=qa | qivu,em=qa,af=red,2
PaiwanCh2_008.xml,008S30W3,008S30W3M0,qemaqivu,em=qa | qivu,em=qa,af=red,2
PaiwanCh2_009.xml,009S17W2,009S17W2M0,pinaɫetaladj,in=pa | ɫe | taladj,in=pa,perf=cause,3
PaiwanCh2_009.xml,009S19W4,009S19W4M0,tsinpisan,in=tsepis | an,in=tsepis,perf=fruit,2
PaiwanCh2_009.xml,009S19W8,009S19W8M0,qinaman.,in=qam | an,in=qam,perf=ant.eater,2
PaiwanCh2_009.xml,009S31W2,009S31W2M0,semuasuad,em=sua | suad,em=sua,af=red,2
PaiwanCh2_009.xml,009S46W6,009S46W6M2,kipataluvtuv,ki | pa | al=tuvtuv,al=tuvtuv,qal=curl,3
PaiwanCh2_010.xml,010S4W3,010S4W3M1,pataluvtuvan,pa | al=tuvtuv | an,al=tuvtuv,qal=curl,3
PaiwanCh2_010.xml,010S5W12,010S5W12M0,lemailaing.,em=lai | laing,em=lai,af=red,2
PaiwanCh2_010.xml,010S6W5,010S6W5M0,kinaḍangan,in=kaḍang | an,in=kaḍang,perf=private.part,2
PaiwanCh2_010.xml,010S9W9,010S9W9M0,"kinaḍangan,",in=kaḍang | an,in=kaḍang,perf=private.part,2
PaiwanCh2_010.xml,010S15W6,010S15W6M0,semamaɫi,em=sa | maɫi,em=sa,af=qal,2
PaiwanCh2_010.xml,010S15W8,010S15W8M0,kinalaḍuq.,in=ka | laḍuq,in=ka,perf=main,2
PaiwanCh2_010.xml,010S16W1,010S16W1M0,sinivaɫavaɫan,in=si | vaɫa | vaɫan,in=si,perf=if,3
PaiwanCh2_010.xml,010S22W5,010S22W5M0,venaɫavaɫan,in=vaɫa | vaɫan,in=vaɫa,perf=red,2
PaiwanCh2_010.xml,010S26W2,010S26W2M0,qemaqivu,em=qa | qivu,em=qa,af=red,2
PaiwanCh2_010.xml,010S34W5,010S34W5M0,semutsaqev,em=su | tsaqev,em=su,af=remove,2
PaiwanCh2_010.xml,010S35W13,010S35W13M1,naventsa,na | n=vetsa,n=vetsa,af=lie,2
PaiwanCh2_010.xml,010S37W8,010S37W8M0,kinaqatian.,in=ka | qati | an,in=ka,perf=?,3
PaiwanCh2_010.xml,010S40W8,010S40W8M0,kinaqatian.,in=ka | qati | an,in=ka,perf=?,3
PaiwanCh2_011.xml,011S1W7,011S1W7M1,napenaulaulain.,na | en=pa | ula | ula | en,en=pa,af=cause,5
PaiwanCh2_011.xml,011S3W2,011S3W2M0,"""kemudanga",em=kuda | anga,em=kuda,af=do.what,2
PaiwanCh2_011.xml,011S7W6,011S7W6M0,lemulutjuk,em=lu | lutjuk,em=lu,af=red,2
PaiwanCh2_011.xml,011S26W4,011S26W4M1,misulemaleman.,mi | lema=sulem | an,lema=sulem,red=dark,3
PaiwanCh2_011.xml,011S39W23,011S39W23M1,misulemaleman.,mi | lema=sulem | an,lema=sulem,red=dark,3
PaiwanCh2_011.xml,011S56W1,011S56W1M1,migergerger,m | ger=igerger,ger=igerger,red=tremble,2
PaiwanCh2_011.xml,011S64W12,011S64W12M1,"naqemtsi?""",na | em=qetsi,em=qetsi,af=fight,2
PaiwanCh2_011.xml,011S75W7,011S75W7M1,"naqemtsi""",na | em=qetsi,em=qetsi,af=fight,2
PaiwanCh2_011.xml,011S81W4,011S81W4M0,ɫinengɫengan,in=ɫeng | ɫeng | an,in=ɫeng,perf=red,3
PaiwanCh2_011.xml,011S83W7,011S83W7M0,ɫinengɫengan.,in=ɫeng | ɫeng | an,in=ɫeng,perf=red,3
PaiwanCh2_012.xml,012S6W6,012S6W6M0,qemauqaung,em=qau | qaung,em=qau,af=red,2
PaiwanCh2_013.xml,013S2W10,013S2W10M0,kinatsavatsavan.,in=ka | tsava | tsavan,in=ka,perf=main,3
PaiwanCh2_013.xml,013S14W12,013S14W12M0,zemiazian.,em=zia | zian,em=zia,af=red,2
PaiwanCh2_013.xml,013S16W5,013S16W5M0,qinaɫivan,in=qaɫiw | an,in=qaɫiw,perf=roof,2
PaiwanCh2_013.xml,013S16W7,013S16W7M0,ɫemizaɫizaw,em=ɫiza | ɫizaw,em=ɫiza,af=red,2
PaiwanCh2_013.xml,013S17W10,013S17W10M0,zemiazian.,em=zia | zian,em=zia,af=red,2
PaiwanCh2_013.xml,013S19W8,013S19W8M0,zemiazian.,em=zia | zian,em=zia,af=red,2
PaiwanCh2_013.xml,013S21W7,013S21W7M1,naqemiladj,na | em=qiladj,em=qiladj,af=sit,2
PaiwanCh2_013.xml,013S21W9,013S21W9M0,"qinaɫivan,",in=qaɫiw | an,in=qaɫiw,perf=roof,2
PaiwanCh2_013.xml,013S21W14,013S21W14M0,kinabulay.,in=ka | bulay,in=ka,perf=?,2
PaiwanCh2_013.xml,013S23W3,013S23W3M0,kinitjiakan,in=ki | tjiak | an,in=ki,perf=self,3
PaiwanCh2_013.xml,013S23W5,013S23W5M0,pinakaivan.,in=pa | kaiv | an,in=pa,perf=cause,3
PaiwanCh2_013.xml,013S27W3,013S27W3M0,siniverits,in=si | verits,in=si,perf=if,2
PaiwanCh2_013.xml,013S34W12,013S34W12M0,qinaɫivan.,in=qaɫiw | an,in=qaɫiw,perf=roof,2
PaiwanCh2_013.xml,013S37W7,013S37W7M0,kinaizuanan,in=ka | i | zua | anan,in=ka,perf=?,4
PaiwanCh2_013.xml,013S44W6,013S44W6M1,naqemiladj.,na | em=qiladj,em=qiladj,af=sit,2
PaiwanCh2_014.xml,014S10W4,014S10W4M0,tsemiketsikel,em=tsike | tsikel,em=tsike,af=red,2
PaiwanCh2_015.xml,015S1W5,015S1W5M1,naqemaɫup,na | em=qaɫup,em=qaɫup,af=hunt,2
PaiwanCh2_015.xml,015S9W5,015S9W5M1,naqemereng,na | em=qereng,em=qereng,af=lie.down,2
PaiwanCh2_015.xml,015S11W4,015S11W4M0,kinasengatsan,in=ka | sengats | an,in=ka,perf=main,3
PaiwanCh2_015.xml,015S11W10,015S11W10M1,naqemereng,na | em=qereng,em=qereng,af=lie.down,2
PaiwanCh2_016.xml,016S1W9,016S1W9M0,karakudakuda.,ar=ka | kuda | kuda,ar=ka,qal=main,3
PaiwanCh2_016.xml,016S2W7,016S2W7M1,nasemvaɫ,na | em=sevaɫ,em=sevaɫ,af=carry.on.back,2
PaiwanCh2_016.xml,016S3W2,016S3W2M0,karakudakuda,ar=ka | kuda | kuda,ar=ka,qal=main,3
PaiwanCh2_016.xml,016S5W4,016S5W4M1,nasemvaɫ,na | em=sevaɫ,em=sevaɫ,af=carry.on.back,2
PaiwanCh2_016.xml,016S6W4,016S6W4M0,"karakuda,""",ar=ka | kuda,ar=ka,qal=main,2
PaiwanCh2_016.xml,016S10W1,016S10W1M0,"""kemudanga",em=kuda | anga,em=kuda,af=do.what,2
PaiwanCh2_016.xml,016S10W15,016S10W15M0,qemauqaung,em=qau | qaung,em=qau,af=red,2
PaiwanCh2_016.xml,016S16W2,016S16W2M0,penaula,en=pa | ula,en=pa,af=cause,2
PaiwanCh2_016.xml,016S19W8,016S19W8M0,ladengadengan,denga=ladenga | an,denga=ladenga,red=hear,2
PaiwanCh2_016.xml,016S20W2,016S20W2M0,penaula.,en=pa | ula,en=pa,af=cause,2
PaiwanCh2_016.xml,016S21W7,016S21W7M0,"kemudakuda,""",em=kuda | kuda,em=kuda,af=red,2
PaiwanCh2_016.xml,016S23W8,016S23W8M1,naqemereng,na | em=qereng,em=qereng,af=lie.down,2
PaiwanCh2_016.xml,016S23W10,016S23W10M0,qemauqaung.,em=qau | qaung,em=qau,af=red,2
PaiwanCh2_016.xml,016S25W1,016S25W1M0,karimen,ar=kim | en,ar=kim,randomly=search,2
PaiwanCh2_016.xml,016S30W1,016S30W1M0,tsemangitsangitj,em=tsangi | tsangitj,em=tsangi,af=red,2
PaiwanCh2_016.xml,016S31W7,016S31W7M0,kinaulavan,in=ka | ulaw | an,in=ka,perf=?,3
PaiwanCh2_016.xml,016S35W6,016S35W6M0,vinaikan,in=vaik | an,in=vaik,perf=leave,2
PaiwanCh2_016.xml,016S42W8,016S42W8M0,semau.,em=sa | u,em=sa,af=go,2
PaiwanCh2_016.xml,016S51W17,016S51W17M0,zemuzung.,em=zu | zung,em=zu,af=red,2
PaiwanCh2_016.xml,016S52W6,016S52W6M1,maisuisu,m | isu=paisu,isu=paisu,red=pound,2
PaiwanCh2_016.xml,016S55W8,016S55W8M0,qemauqaung,em=qau | qaung,em=qau,af=red,2
PaiwanCh2_017.xml,017S6W5,017S6W5M0,"kinemnemnemen?""",nem=kinemnem | en,nem=kinemnem,red=think,2
PaiwanCh2_017.xml,017S11W5,017S11W5M0,kinemnemnemen.,nem=kinemnem | en,nem=kinemnem,red=think,2
PaiwanCh2_017.xml,017S17W6,017S17W6M0,ɫinengɫengan,in=ɫeng | ɫeng | an,in=ɫeng,perf=red,3
PaiwanCh2_017.xml,017S17W13,017S17W13M0,kinababulay,in=ka | ba | bulay,in=ka,perf=main,3
PaiwanCh2_017.xml,017S19W28,017S19W28M2,mapusemualap,ma | pu | em=su | alap,em=su,af=remove,4
PaiwanCh2_018.xml,018S3W3,018S3W3M0,semutsaqev,em=su | tsaqev,em=su,af=remove,2
PaiwanCh2_018.xml,018S8W3,018S8W3M0,sinutsaqevan,in=su | tsaqev | an,in=su,perf=remove,3
PaiwanCh2_019.xml,019S2W7,019S2W7M1,maqinatsap,ma | in=qatsap,in=qatsap,perf=head.hunt,2
PaiwanCh2_020.xml,020S1W7,020S1W7M1,naqemizing,na | em=qizing,em=qizing,af=usurp,2
PaiwanCh2_020.xml,020S2W4,020S2W4M0,vintsikan,in=vetsik | an,in=vetsik,perf=mark,2
PaiwanCh2_021.xml,021S9W2,021S9W2M0,sinualap,in=su | alap,in=su,perf=remove,2
PaiwanCh2_022.xml,022S1W4,022S1W4M0,qinadjayan,in=qadjay | an,in=qadjay,perf=tie,2
PaiwanCh2_022.xml,022S2W9,022S2W9M0,"siniqadjay,""",in=si | qadjay,in=si,perf=if,2
PaiwanCh2_022.xml,022S2W17,022S2W17M0,"siniqadjay,",in=si | qadjay,in=si,perf=if,2
