record_id,pair,source_phrase_clean,target_phrase_clean,action,reference_status,reason,ildrf_source_found,ildrf_reference_files,ildrf_chinese_glosses,glosbe_targets_for_source,mapping_evidence,xml_record_id,xml_target_text,xml_translation_ver,source_url,raw_path
GLOSBE_DICT_d4292881212595c9,"xsy,en",pawbabih,throw up,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,嘔吐,throw up,,GLOSBE_DICT_GROUP_1379f5ce7e618748,throw up,primary,https://glosbe.com/xsy/en/pawbabih,data/raw/html/static/xsy_en/pawbabih.html
GLOSBE_DICT_f9dc6a7f42595e41,"xsy,en",pawhi',yumberry,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,楊梅,yumberry,,GLOSBE_DICT_GROUP_7c5a98b25e043e60,yumberry,primary,https://glosbe.com/xsy/en/pawhi%27,data/raw/html/static/xsy_en/pawhi%27.html
GLOSBE_DICT_cd61d22b9297ddef,"xsy,en",pawkongas,wipe,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,擦屁股,wipe,,GLOSBE_DICT_GROUP_9272be02b83a94a3,wipe,primary,https://glosbe.com/xsy/en/pawkongas,data/raw/html/static/xsy_en/pawkongas.html
GLOSBE_DICT_1a74b3fce82badb4,"xsy,en",pawtopiyak,slap,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,打耳光,slap,,GLOSBE_DICT_GROUP_44e94e5b0efa465b,slap,primary,https://glosbe.com/xsy/en/pawtopiyak,data/raw/html/static/xsy_en/pawtopiyak.html
GLOSBE_DICT_27395c1a31f2e66b,"xsy,en",pazay,rice,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,稻子; 飯,rice,,GLOSBE_DICT_GROUP_d93dbcae794aa8fb,rice,primary,https://glosbe.com/xsy/en/pazay,data/raw/html/static/xsy_en/pazay.html
GLOSBE_DICT_78776760ee3117e9,"xsy,en",pehe:,fossil,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,化石,fossil,,GLOSBE_DICT_GROUP_6b62020e1a1257fa,fossil,primary,https://glosbe.com/xsy/en/pehe%3A,data/raw/html/static/xsy_en/pehe%3A.html
GLOSBE_DICT_3c20626ab76db450,"xsy,en",pezngesan,purple,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,紫色; 紫色的,purple,,GLOSBE_DICT_GROUP_d881373d153d3f2f,purple,primary,https://glosbe.com/xsy/en/pezngesan,data/raw/html/static/xsy_en/pezngesan.html
GLOSBE_DICT_0c30aa89f3ec1fea,"xsy,en",pinaSowatoroe',ruling,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,ruling,,GLOSBE_DICT_GROUP_7c850401e1651697,ruling,primary,https://glosbe.com/xsy/en/pinaSowatoroe%27,data/raw/html/static/xsy_en/pinaSowatoroe%27.html
GLOSBE_DICT_bfbfb24bb5e510b4,"xsy,en",pinakabae'bae'aet wa:ay,latitude,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,緯度,latitude,,GLOSBE_DICT_GROUP_8aba1b7d88629991,latitude,primary,https://glosbe.com/xsy/en/pinakabae%27bae%27aet%20wa%3Aay,data/raw/html/static/xsy_en/pinakabae%27bae%27aet%20wa%3Aay.html
GLOSBE_DICT_97ebe0cf1edd9b84,"xsy,en",pinakaleheh wa:ay,longitude,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,經度,longitude,,GLOSBE_DICT_GROUP_ce21b7da6b0d8399,longitude,primary,https://glosbe.com/xsy/en/pinakaleheh%20wa%3Aay,data/raw/html/static/xsy_en/pinakaleheh%20wa%3Aay.html
GLOSBE_DICT_22aae856719fea3b,"xsy,en",pinalomikas,lightning,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,lightning,,GLOSBE_DICT_GROUP_1331a85dca0c5d11,lightning,primary,https://glosbe.com/xsy/en/pinalomikas,data/raw/html/static/xsy_en/pinalomikas.html
GLOSBE_DICT_9c6fab3c1ea644b7,"xsy,en",pinaspeng kapatawawan,legal person,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,legal person,,GLOSBE_DICT_GROUP_8d07389c931bd9bb,legal person,primary,https://glosbe.com/xsy/en/pinaspeng%20kapatawawan,data/raw/html/static/xsy_en/pinaspeng%20kapatawawan.html
GLOSBE_DICT_65259589e8c6a477,"xsy,en",pinat'awan,for future reference,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,準備（完成）,for future reference,,GLOSBE_DICT_GROUP_4a6841fdb25beab4,for future reference,primary,https://glosbe.com/xsy/en/pinat%27awan,data/raw/html/static/xsy_en/pinat%27awan.html
GLOSBE_DICT_21fbf55996bc53b0,"xsy,en",pinatanikawaS ba:i',monsoon,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,季風,monsoon,,GLOSBE_DICT_GROUP_daa95c6581a36fe8,monsoon,primary,https://glosbe.com/xsy/en/pinatanikawaS%20ba%3Ai%27,data/raw/html/static/xsy_en/pinatanikawaS%20ba%3Ai%27.html
GLOSBE_DICT_512a3376534f7825,"xsy,en",pinayba:i',airflow,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,氣流,airflow,,GLOSBE_DICT_GROUP_0db060519d38eb31,airflow,primary,https://glosbe.com/xsy/en/pinayba%3Ai%27,data/raw/html/static/xsy_en/pinayba%3Ai%27.html
GLOSBE_DICT_6774761a733e451d,"xsy,en",piyaknokin,stroke,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,中風,stroke,,GLOSBE_DICT_GROUP_5895494ae24732e0,stroke,primary,https://glosbe.com/xsy/en/piyaknokin,data/raw/html/static/xsy_en/piyaknokin.html
GLOSBE_DICT_feb0e76856987ebc,"xsy,en",piyang,tsubo,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,tsubo,,GLOSBE_DICT_GROUP_8e09bcbe8747f2f4,tsubo,primary,https://glosbe.com/xsy/en/piyang,data/raw/html/static/xsy_en/piyang.html
GLOSBE_DICT_49fca13e932952f5,"xsy,en",po'po',pat,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,拍,pat,,GLOSBE_DICT_GROUP_d2948e1f2986706e,pat,primary,https://glosbe.com/xsy/en/po%27po%27,data/raw/html/static/xsy_en/po%27po%27.html
GLOSBE_DICT_5e8e85c54b92249d,"xsy,en",poSiyan,taboo,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,忌諱; 禁忌,taboo,禁忌,GLOSBE_DICT_GROUP_7ee3c5eb418303ad,taboo,primary,https://glosbe.com/xsy/en/poSiyan,data/raw/html/static/xsy_en/poSiyan.html
GLOSBE_DICT_df2058240313b801,"xsy,en",pongaeh,flower,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,花; 花朵,flower,,GLOSBE_DICT_GROUP_941ca8cab221820f,flower,primary,https://glosbe.com/xsy/en/pongaeh,data/raw/html/static/xsy_en/pongaeh.html
GLOSBE_DICT_e38b01031efffed8,"xsy,en",pono:,nail,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鐵釘,nail,,GLOSBE_DICT_GROUP_2ad1e0ac00755df7,nail,primary,https://glosbe.com/xsy/en/pono%3A,data/raw/html/static/xsy_en/pono%3A.html
GLOSBE_DICT_d7719e17abd6da10,"xsy,en",ponrowa'en,adjust,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,調整,adjust,,GLOSBE_DICT_GROUP_193431fff6f20e65,adjust,primary,https://glosbe.com/xsy/en/ponrowa%27en,data/raw/html/static/xsy_en/ponrowa%27en.html
GLOSBE_DICT_96f48624133cf45d,"xsy,en",ra:am,can,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,會; 會(做某事); 知道; 聰明,can; know; smart,會(做某事); 知道; 聰明,GLOSBE_DICT_GROUP_391b74144a7f9fae,can,primary,https://glosbe.com/xsy/en/ra%3Aam,data/raw/html/static/xsy_en/ra%3Aam.html
GLOSBE_DICT_296f5019324a35d2,"xsy,en",ra:am,know,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,會; 會(做某事); 知道; 聰明,can; know; smart,會(做某事); 知道; 聰明,GLOSBE_DICT_GROUP_391b74144a7f9fae,know,alt,https://glosbe.com/xsy/en/ra%3Aam,data/raw/html/static/xsy_en/ra%3Aam.html
GLOSBE_DICT_15bcbc99ffc93d10,"xsy,en",ra:am,smart,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,會; 會(做某事); 知道; 聰明,can; know; smart,會(做某事); 知道; 聰明,GLOSBE_DICT_GROUP_391b74144a7f9fae,smart,alt,https://glosbe.com/xsy/en/ra%3Aam,data/raw/html/static/xsy_en/ra%3Aam.html
GLOSBE_DICT_1243178af1150ca9,"xsy,en",ra:an,map,keep_in_xml,different_from_mapping,ildrf_source_attested_target_differs_from_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,路; 道路,map; road,道路; 路,GLOSBE_DICT_GROUP_9ed7139e1f782ecd,map,primary,https://glosbe.com/xsy/en/ra%3Aan,data/raw/html/static/xsy_en/ra%3Aan.html
GLOSBE_DICT_f64a2cd6545a45d3,"xsy,en",ra:an,road,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,路; 道路,map; road,道路; 路,GLOSBE_DICT_GROUP_9ed7139e1f782ecd,road,alt,https://glosbe.com/xsy/en/ra%3Aan,data/raw/html/static/xsy_en/ra%3Aan.html
GLOSBE_DICT_bbe062b52bd58343,"xsy,en",ra:i'bintoe'an,Saturn,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,土星,Saturn,,GLOSBE_DICT_GROUP_a18228e756b52090,Saturn,primary,https://glosbe.com/xsy/en/ra%3Ai%27bintoe%27an,data/raw/html/static/xsy_en/ra%3Ai%27bintoe%27an.html
GLOSBE_DICT_3d363de479dd8fee,"xsy,en",ra:ma',umbrella,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,雨傘,umbrella,,GLOSBE_DICT_GROUP_fba507d3fba54e9b,umbrella,primary,https://glosbe.com/xsy/en/ra%3Ama%27,data/raw/html/static/xsy_en/ra%3Ama%27.html
GLOSBE_DICT_6582434883efa3c5,"xsy,en",ra:ola',ruler,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,尺,ruler,,GLOSBE_DICT_GROUP_c4cc7e84d7537110,ruler,primary,https://glosbe.com/xsy/en/ra%3Aola%27,data/raw/html/static/xsy_en/ra%3Aola%27.html
GLOSBE_DICT_bd8b789b26d28694,"xsy,en",ra:waeh,key,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鑰匙,key,,GLOSBE_DICT_GROUP_277dd94d6d90184d,key,primary,https://glosbe.com/xsy/en/ra%3Awaeh,data/raw/html/static/xsy_en/ra%3Awaeh.html
GLOSBE_DICT_a983f130e1fb2fa6,"xsy,en",rae:ho',carbon dioxide,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,二氧化碳,carbon dioxide,,GLOSBE_DICT_GROUP_8418e56646fb2b4f,carbon dioxide,primary,https://glosbe.com/xsy/en/rae%3Aho%27,data/raw/html/static/xsy_en/rae%3Aho%27.html
GLOSBE_DICT_7cfe02a86247956d,"xsy,en",rae:iw,away,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,走(離開); 走開; 逃跑,away,,GLOSBE_DICT_GROUP_d6e081f281a64c31,away,primary,https://glosbe.com/xsy/en/rae%3Aiw,data/raw/html/static/xsy_en/rae%3Aiw.html
GLOSBE_DICT_df8adc87d43266b5,"xsy,en",rakeS,camphor tree,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,樟樹,camphor tree,樹; 樟樹,GLOSBE_DICT_GROUP_5327b50eee357e55,camphor tree,primary,https://glosbe.com/xsy/en/rakeS,data/raw/html/static/xsy_en/rakeS.html
GLOSBE_DICT_634a92596d0c6c4e,"xsy,en",ralom bintoe'an,mercury,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水星,mercury,,GLOSBE_DICT_GROUP_3bc7f784fc10a392,mercury,primary,https://glosbe.com/xsy/en/ralom%20bintoe%27an,data/raw/html/static/xsy_en/ralom%20bintoe%27an.html
GLOSBE_DICT_fac2831e6f369a2c,"xsy,en",ralom,water,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水,water,,GLOSBE_DICT_GROUP_59668e3379f85a4e,water,primary,https://glosbe.com/xsy/en/ralom,data/raw/html/static/xsy_en/ralom.html
GLOSBE_DICT_41427245632f9ad8,"xsy,en",ralompatonay,mercury,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,汞 (水銀),mercury,,GLOSBE_DICT_GROUP_50aa06236fa3d7ad,mercury,primary,https://glosbe.com/xsy/en/ralompatonay,data/raw/html/static/xsy_en/ralompatonay.html
GLOSBE_DICT_d108e892861a8c75,"xsy,en",ramo,blood,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,blood,,GLOSBE_DICT_GROUP_eff4c7d57b1c49b2,blood,primary,https://glosbe.com/xsy/en/ramo,data/raw/html/static/xsy_en/ramo.html
GLOSBE_DICT_ef9c4ebe6db9a51f,"xsy,en",rapit,creeping fig,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,愛玉,creeping fig,,GLOSBE_DICT_GROUP_5c3bbf2ec851e591,creeping fig,primary,https://glosbe.com/xsy/en/rapit,data/raw/html/static/xsy_en/rapit.html
GLOSBE_DICT_b8d7fe06489d349b,"xsy,en",raro:o',name,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,名字,name,,GLOSBE_DICT_GROUP_c5d93049c6788ecc,name,primary,https://glosbe.com/xsy/en/raro%3Ao%27,data/raw/html/static/xsy_en/raro%3Ao%27.html
GLOSBE_DICT_1e02ecea9eab084a,"xsy,en",raromaeh,bamboo,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,竹子,bamboo,,GLOSBE_DICT_GROUP_ac2d5ec928c91da3,bamboo,primary,https://glosbe.com/xsy/en/raromaeh,data/raw/html/static/xsy_en/raromaeh.html
GLOSBE_DICT_5fdcea6efa7bfc93,"xsy,en",rayhil,dollar,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,錢,dollar; money,錢,GLOSBE_DICT_GROUP_121b2dc5923bf892,dollar,primary,https://glosbe.com/xsy/en/rayhil,data/raw/html/static/xsy_en/rayhil.html
GLOSBE_DICT_e68da840afbf9a8b,"xsy,en",rayhil,money,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,錢,dollar; money,錢,GLOSBE_DICT_GROUP_121b2dc5923bf892,money,alt,https://glosbe.com/xsy/en/rayhil,data/raw/html/static/xsy_en/rayhil.html
GLOSBE_DICT_017c042f6a7f7374,"xsy,en",rim'aen,tomorrow,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,明天,tomorrow,,GLOSBE_DICT_GROUP_77269508e8b9514d,tomorrow,primary,https://glosbe.com/xsy/en/rim%27aen,data/raw/html/static/xsy_en/rim%27aen.html
GLOSBE_DICT_4c3145e1ff51e144,"xsy,en",rima',to,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,去,to,,GLOSBE_DICT_GROUP_501c8f670e03668c,to,primary,https://glosbe.com/xsy/en/rima%27,data/raw/html/static/xsy_en/rima%27.html
GLOSBE_DICT_0f0f0e0b3479ac32,"xsy,en",rinalas ka tata:a',fried chicken,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,炸雞,fried chicken,,GLOSBE_DICT_GROUP_0626956a7ccc1bc4,fried chicken,primary,https://glosbe.com/xsy/en/rinalas%20ka%20tata%3Aa%27,data/raw/html/static/xsy_en/rinalas%20ka%20tata%3Aa%27.html
GLOSBE_DICT_6c8aa58a8fdcbd5c,"xsy,en",ripon,Japanese,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,日本（日語借詞）,Japanese,,GLOSBE_DICT_GROUP_d248587243b8bbb5,Japanese,primary,https://glosbe.com/xsy/en/ripon,data/raw/html/static/xsy_en/ripon.html
GLOSBE_DICT_4f612b9a8113e39d,"xsy,en",ririm'aenan,morning,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,早上; 清晨,morning,,GLOSBE_DICT_GROUP_4e44e35b77efbf14,morning,primary,https://glosbe.com/xsy/en/ririm%27aenan,data/raw/html/static/xsy_en/ririm%27aenan.html
GLOSBE_DICT_f794b6b1ee574299,"xsy,en",roSa',two,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,二; 二（數字）,two,,GLOSBE_DICT_GROUP_41f59851e8293fa5,two,primary,https://glosbe.com/xsy/en/roSa%27,data/raw/html/static/xsy_en/roSa%27.html
GLOSBE_DICT_4ffdf438bb69f0f2,"xsy,en",sabo,wrap,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,wrap,,GLOSBE_DICT_GROUP_cb69c9384861b890,wrap,primary,https://glosbe.com/xsy/en/sabo,data/raw/html/static/xsy_en/sabo.html
GLOSBE_DICT_6837007f6d1813a0,"xsy,en",sae:pae',litter,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,垃圾,litter,,GLOSBE_DICT_GROUP_fcead6875f6e9233,litter,primary,https://glosbe.com/xsy/en/sae%3Apae%27,data/raw/html/static/xsy_en/sae%3Apae%27.html
GLOSBE_DICT_9a121116689ca666,"xsy,en",sawki',sickle,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,大鐮刀,sickle,,GLOSBE_DICT_GROUP_3de5b465f1553b87,sickle,primary,https://glosbe.com/xsy/en/sawki%27,data/raw/html/static/xsy_en/sawki%27.html
GLOSBE_DICT_fe5c87b14d262885,"xsy,en",se:ezen,driven,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,駕駛,driven,,GLOSBE_DICT_GROUP_5d450bb198883ed2,driven,primary,https://glosbe.com/xsy/en/se%3Aezen,data/raw/html/static/xsy_en/se%3Aezen.html
GLOSBE_DICT_7ba5ed6586f40cd1,"xsy,en",seme'ez,constipation,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,便祕（主事）,constipation,,GLOSBE_DICT_GROUP_c233ddcac15c7dd6,constipation,primary,https://glosbe.com/xsy/en/seme%27ez,data/raw/html/static/xsy_en/seme%27ez.html
GLOSBE_DICT_2524548667c870a6,"xsy,en",shinbon,newspaper,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,newspaper,,GLOSBE_DICT_GROUP_6c446982c1ce071f,newspaper,primary,https://glosbe.com/xsy/en/shinbon,data/raw/html/static/xsy_en/shinbon.html
GLOSBE_DICT_676694da3313d883,"xsy,en",shiri,goat,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,goat,,GLOSBE_DICT_GROUP_3182a08c6f94e7d5,goat,primary,https://glosbe.com/xsy/en/shiri,data/raw/html/static/xsy_en/shiri.html
GLOSBE_DICT_ad25bcd513e73f89,"xsy,en",siniya',hatch,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,孵出,hatch,,GLOSBE_DICT_GROUP_d2013dabbed3b47f,hatch,primary,https://glosbe.com/xsy/en/siniya%27,data/raw/html/static/xsy_en/siniya%27.html
GLOSBE_DICT_161eeef5cb684a1c,"xsy,en",sinsang noka Sinpanan,veterinarian,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,獸醫(寵物),veterinarian,,GLOSBE_DICT_GROUP_38ffbb44a5674116,veterinarian,primary,https://glosbe.com/xsy/en/sinsang%20noka%20Sinpanan,data/raw/html/static/xsy_en/sinsang%20noka%20Sinpanan.html
GLOSBE_DICT_7e634824f4f54d67,"xsy,en",sinsang,doctor,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,醫生,doctor,,GLOSBE_DICT_GROUP_c16b75c7518686cd,doctor,primary,https://glosbe.com/xsy/en/sinsang,data/raw/html/static/xsy_en/sinsang.html
GLOSBE_DICT_a20033474990c6ef,"xsy,en",sinsangan,clinic,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,診所; 醫生,clinic,,GLOSBE_DICT_GROUP_1e55400a3c2c7fa9,clinic,primary,https://glosbe.com/xsy/en/sinsangan,data/raw/html/static/xsy_en/sinsangan.html
GLOSBE_DICT_a7c5b0f3e9db6c81,"xsy,en",sisiyap,interest,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,雛鳥,interest,,GLOSBE_DICT_GROUP_dd3ae70f790612b6,interest,primary,https://glosbe.com/xsy/en/sisiyap,data/raw/html/static/xsy_en/sisiyap.html
GLOSBE_DICT_00e96db8c665c315,"xsy,en",sitaew,daikon,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,白蘿蔔; 蘿蔔,daikon,,GLOSBE_DICT_GROUP_9e70bb18ec5a40e3,daikon,primary,https://glosbe.com/xsy/en/sitaew,data/raw/html/static/xsy_en/sitaew.html
GLOSBE_DICT_257f86da5c4b98ae,"xsy,en",siyaenban,ten million,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,千萬,ten million,,GLOSBE_DICT_GROUP_9ae56ac4d7b68225,ten million,primary,https://glosbe.com/xsy/en/siyaenban,data/raw/html/static/xsy_en/siyaenban.html
GLOSBE_DICT_78e4d26b50cfeff4,"xsy,en",siyaenpatonay,lead,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鉛,lead,,GLOSBE_DICT_GROUP_f5277516116227ab,lead,primary,https://glosbe.com/xsy/en/siyaenpatonay,data/raw/html/static/xsy_en/siyaenpatonay.html
GLOSBE_DICT_c21d40b6a02509ad,"xsy,en",siyak,tin,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,錫; 錫製,tin; tinplate,錫製; 錫,GLOSBE_DICT_GROUP_c6e595eba88cf3c4,tin,primary,https://glosbe.com/xsy/en/siyak,data/raw/html/static/xsy_en/siyak.html
GLOSBE_DICT_a195649a87f9464b,"xsy,en",siyak,tinplate,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,錫; 錫製,tin; tinplate,錫製; 錫,GLOSBE_DICT_GROUP_c6e595eba88cf3c4,tinplate,alt,https://glosbe.com/xsy/en/siyak,data/raw/html/static/xsy_en/siyak.html
GLOSBE_DICT_65519290bb38381c,"xsy,en",sizop,black nightshade,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,龍葵,black nightshade,,GLOSBE_DICT_GROUP_0d8706357a26929f,black nightshade,primary,https://glosbe.com/xsy/en/sizop,data/raw/html/static/xsy_en/sizop.html
GLOSBE_DICT_a2cd7813b9a5670d,"xsy,en",somay,bear,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,熊,bear,,GLOSBE_DICT_GROUP_5e42a336b17d8dba,bear,primary,https://glosbe.com/xsy/en/somay,data/raw/html/static/xsy_en/somay.html
