severity,code,unit_id,unit_type,sentence_id,message
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01W1M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01W2M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01W3M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01W3M2,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01W4M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01W5M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0200_01W1M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0200_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0200_01W1M2,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0200_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0200_01W2M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0200_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0200_01W3M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0200_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01W1M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01W2M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01W3M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01W4M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01W5M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003BW1M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003B,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003BW1M2,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003B,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003BW1M3,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003B,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003BW2M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003B,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003BW3M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003B,legacy morpheme had no source gloss and is not retained as a supported M unit
